Cre01.g000050	AT4G35590
Cre10.g455050	*
Cre10.g455100	AT5G20140
Cre10.g455231	*
Cre10.g455250	*
Cre10.g455300	AT1G20580
Cre10.g455350	*
Cre10.g455400	*
Cre10.g455450	*
Cre10.g455500	AT1G73150
Cre10.g455650	AT3G22740
Cre10.g455700	AT2G45620
Cre10.g455750	AT5G22750
Cre10.g455800	*
Cre10.g455850	AT4G02060
Cre10.g455900	*
Cre10.g456000	AT5G54500
Cre10.g456050	AT5G54500
Cre10.g456100	AT5G54500
Cre10.g456150	AT4G36530
Cre10.g456200	AT5G28060
Cre10.g456250	AT4G37200
Cre10.g456300	AT3G17040
Cre10.g456350	AT1G18370
Cre10.g456400	*
Cre10.g456440	*
Cre10.g456500	*
Cre10.g456550	*
Cre10.g456554	*
Cre10.g456600	*
Cre10.g456650	AT1G62830
Cre10.g456700	AT1G80000
Cre10.g456750	AT1G75270
Cre10.g456800	AT4G16810
Cre10.g456850	AT5G47680
Cre10.g456900	AT1G75210
Cre10.g456950	AT3G43960
Cre10.g457000	AT5G67530
Cre10.g457013	AT2G45910
Cre10.g457100	*
Cre10.g457194	*
Cre10.g457400	*
Cre10.g457450	AT5G05930
Cre10.g457500	AT4G16360
Cre10.g457550	AT4G30510
Cre10.g457600	*
Cre10.g457700	AT3G10660
Cre10.g457800	*
Cre10.g457850	*
Cre10.g457900	*
Cre10.g457950	*
Cre10.g458000	*
Cre10.g458050	AT5G27410
Cre10.g458100	*
Cre10.g458150	*
Cre10.g458224	*
Cre10.g458250	*
Cre10.g458300	*
Cre10.g458350	AT4G19800
Cre10.g458400	*
Cre10.g458450	AT3G63080
Cre10.g458500	AT5G13280
Cre10.g458550	AT2G24020
Cre10.g458600	*
Cre10.g458650	*
Cre10.g458700	AT4G12400
Cre10.g458750	*
Cre10.g458800	*
Cre10.g458850	*
Cre10.g458950	*
Cre10.g459000	AT4G12130
Cre10.g459050	AT1G50380
Cre10.g459100	*
Cre10.g459150	*
Cre10.g459200	AT2G18960
Cre10.g459300	*
Cre10.g459350	AT2G31890
Cre10.g459400	*
Cre10.g459450	AT2G19170
Cre10.g459500	AT1G50920
Cre10.g459550	*
Cre10.g459600	AT1G72440
Cre10.g459650	AT5G13530
Cre10.g459700	*
Cre10.g459750	*
Cre10.g459800	AT3G07890
Cre10.g459850	*
Cre10.g459900	AT5G18900
Cre10.g459950	*
Cre10.g460000	*
Cre10.g460050	AT3G14110
Cre10.g460100	AT5G52820
Cre10.g460150	AT4G02900
Cre10.g460200	*
Cre10.g460250	*
Cre10.g460300	AT5G04120
Cre10.g460350	AT2G45670
Cre10.g460400	AT3G06410
Cre10.g460600	AT3G63400
Cre10.g460650	AT3G63400
Cre10.g460700	AT1G08650
Cre10.g460750	*
Cre10.g460850	*
Cre10.g460900	*
Cre10.g460950	*
Cre10.g461000	AT4G30990
Cre10.g461050	AT1G78900
Cre10.g461100	*
Cre10.g461150	AT4G08500
Cre10.g461200	*
Cre10.g461250	AT4G04910
Cre10.g461300	*
Cre10.g461350	*
Cre10.g461400	AT2G37290
Cre10.g461450	*
Cre10.g461500	*
Cre10.g461550	*
Cre10.g461605	*
Cre10.g461650	*
Cre10.g461700	*
Cre10.g461750	AT5G49160
Cre10.g461850	*
Cre10.g461851	AT5G30510
Cre10.g461895	*
Cre10.g461900	AT1G04420
Cre10.g461950	AT3G26340
Cre10.g462000	*
Cre10.g462050	AT5G57610
Cre10.g462100	*
Cre10.g462200	AT5G55760
Cre10.g462250	AT5G59950
Cre10.g462300	AT5G58440
Cre10.g462350	AT1G73660
Cre10.g462400	*
Cre10.g462450	*
Cre10.g462500	AT4G21770
Cre10.g462550	*
Cre10.g462600	AT4G21770
Cre10.g462650	*
Cre10.g462700	AT4G25550
Cre10.g462750	AT1G49540
Cre10.g462850	*
Cre10.g462900	*
Cre10.g462950	ATCG00640
Cre10.g463100	*
Cre10.g463150	AT5G43280
Cre10.g463200	*
Cre10.g463250	*
Cre10.g463300	AT4G16180
Cre10.g463350	*
Cre10.g463355	*
Cre10.g463370	*
Cre10.g463400	*
Cre10.g463450	*
Cre10.g463550	AT4G32830
Cre10.g463600	AT4G16070
Cre10.g463650	*
Cre10.g463700	AT5G17070
Cre10.g463750	*
Cre10.g463800	AT5G62140
Cre10.g463850	*
Cre10.g463900	*
Cre10.g464037	AT4G27660
Cre10.g464050	*
Cre10.g464100	AT1G54960
Cre10.g464150	AT4G28690
Cre10.g464200	*
Cre10.g464250	AT3G04890
Cre10.g464264	AT4G19985
Cre10.g464300	*
Cre10.g464325	*
Cre10.g464350	AT3G42860
Cre10.g464400	*
Cre10.g464450	*
Cre10.g464500	AT5G38900
Cre10.g464550	AT1G73660
Cre10.g464600	AT3G51920
Cre10.g464650	AT3G10405
Cre10.g464700	*
Cre10.g464750	AT1G24040
Cre10.g464800	*
Cre10.g464850	AT4G25130
Cre10.g464900	*
Cre10.g464950	AT1G17680
Cre10.g465000	AT2G40580
Cre10.g465050	*
Cre10.g465150	*
Cre10.g465200	*
Cre10.g465250	*
Cre10.g465300	*
Cre10.g465400	*
Cre10.g465450	*
Cre10.g465500	*
Cre10.g465550	AT5G51070
Cre10.g465593	*
Cre10.g465650	AT5G16750
Cre10.g465700	*
Cre10.g465750	*
Cre10.g465763	*
Cre10.g465822	*
Cre10.g465850	*
Cre10.g465900	AT3G48750
Cre10.g465950	AT5G57370
Cre10.g466000	AT5G58005
Cre10.g466050	AT5G05250
Cre10.g466100	*
Cre10.g466150	AT3G15410
Cre10.g466175	*
Cre10.g466200	AT1G44110
Cre10.g466250	AT4G04940
Cre10.g466300	AT3G56900
Cre10.g466400	AT3G12210
Cre10.g466450	AT3G53460
Cre10.g466500	AT5G57040
Cre10.g466600	*
Cre10.g466650	AT2G38910
Cre10.g466700	AT1G35190
Cre10.g466750	AT5G56760
Cre10.g466800	*
Cre10.g466850	AT1G20810
Cre10.g466900	*
Cre10.g466950	*
Cre10.g467000	*
Cre10.g467050	*
Cre10.g467100	AT1G03530
Cre10.g467150	*
Cre10.g467200	AT5G40820
Cre11.g467350	AT1G06310
Cre11.g467400	*
Cre11.g467500	AT4G11670
Cre11.g467550	AT4G22930
Cre11.g467600	*
Cre11.g467700	AT2G40490
Cre11.g467750	*
Cre11.g467800	*
Cre11.g467900	AT1G01180
Cre11.g467950	*
Cre11.g468000	*
Cre11.g468050	AT1G65260
Cre11.g468100	*
Cre11.g468150	*
Cre11.g468200	*
Cre11.g468250	*
Cre11.g468300	AT4G02080
Cre11.g468450	AT3G50360
Cre11.g468500	AT5G50400
Cre11.g468550	AT4G23710
Cre11.g468600	*
Cre11.g468650	*
Cre11.g468750	AT3G60810
Cre11.g468800	*
Cre11.g468850	*
Cre11.g468900	*
Cre11.g468950	AT3G52730
Cre11.g469000	*
Cre11.g469100	AT2G36895
Cre11.g469150	*
Cre11.g469250	*
Cre11.g469300	*
Cre11.g469350	*
Cre11.g469375	*
Cre11.g469400	AT5G60100
Cre11.g469450	AT2G26590
Cre11.g469500	*
Cre11.g469550	*
Cre11.g469600	AT5G61060
Cre11.g469650	AT4G37900
Cre11.g469750	AT4G37900
Cre11.g469800	AT4G37900
Cre11.g474650	*
Cre11.g474700	AT2G45870
Cre11.g474750	*
Cre11.g474800	AT5G46180
Cre11.g474850	AT4G21770
Cre11.g474900	*
Cre11.g474950	*
Cre11.g475000	*
Cre11.g475050	AT5G58450
Cre11.g475150	*
Cre11.g475200	*
Cre11.g475300	*
Cre11.g475350	AT5G18400
Cre11.g475400	AT1G80210
Cre11.g475432	*
Cre11.g475450	AT3G54130
Cre11.g475500	*
Cre11.g475550	AT2G43940
Cre11.g475600	*
Cre11.g475700	*
Cre11.g475750	*
Cre11.g475800	*
Cre11.g475850	AT2G34860
Cre11.g475900	AT3G58580
Cre11.g475950	AT5G42400
Cre11.g476000	*
Cre11.g476050	*
Cre11.g476100	*
Cre11.g476150	AT4G25720
Cre11.g476200	AT3G19360
Cre11.g476250	AT4G11680
Cre11.g476400	AT1G19480
Cre11.g476450	AT1G06560
Cre11.g476500	AT4G25650
Cre11.g476550	AT3G45770
Cre11.g476600	AT4G20860
Cre11.g476650	AT5G04360
Cre11.g476700	AT3G07130
Cre11.g476750	AT4G05390
Cre11.g476800	AT5G64670
Cre11.g476850	*
Cre11.g476900	AT2G28230
Cre11.g476950	*
Cre11.g477000	AT5G66880
Cre11.g477050	*
Cre11.g477100	*
Cre11.g477200	AT1G75290
Cre11.g477300	AT3G25800
Cre11.g477350	*
Cre11.g477400	AT1G67710
Cre11.g477500	AT3G62580
Cre11.g477550	*
Cre11.g477700	*
Cre11.g477733	*
Cre11.g477750	*
Cre11.g477800	AT4G33470
Cre11.g477900	*
Cre11.g477950	*
Cre11.g478000	*
Cre11.g478100	*
Cre11.g478300	*
Cre11.g478400	*
Cre11.g478450	*
Cre11.g478456	AT3G03305
Cre11.g478500	*
Cre11.g478650	*
Cre11.g478700	AT5G48580
Cre11.g478750	AT3G25220
Cre11.g478800	*
Cre11.g478850	AT2G35490
Cre11.g478950	AT4G02400
Cre11.g479050	AT5G48580
Cre11.g479100	*
Cre11.g479150	*
Cre11.g479200	AT2G42700
Cre11.g479250	AT3G63130
Cre11.g479300	AT1G05120
Cre11.g479350	AT5G49960
Cre11.g479400	*
Cre11.g479450	*
Cre11.g479500	AT1G07320
Cre11.g479550	*
Cre11.g479600	AT2G47600
Cre11.g479650	AT3G07370
Cre11.g479700	AT1G68310
Cre11.g479750	AT5G03940
Cre11.g479800	AT1G01640
Cre11.g479850	AT1G53720
Cre11.g479900	*
Cre11.g479950	AT1G21070
Cre11.g480000	AT5G32440
Cre11.g480050	AT1G01640
Cre11.g480060	AT3G15080
Cre11.g480079	*
Cre11.g480100	*
Cre11.g480111	*
Cre11.g480200	*
Cre11.g480250	AT5G55110
Cre11.g480300	*
Cre11.g480350	*
Cre11.g480600	*
Cre11.g480650	AT4G23430
Cre11.g480700	*
Cre11.g480800	AT2G34570
Cre11.g480900	*
Cre11.g480950	AT1G20696
Cre11.g481000	AT4G33950
Cre11.g481050	AT4G23800
Cre11.g481082	*
Cre11.g481150	*
Cre11.g481200	AT3G06300
Cre11.g481250	AT5G53050
Cre11.g481300	*
Cre11.g481313	*
Cre11.g481350	*
Cre11.g481400	AT5G20930
Cre11.g481450	AT4G32260
Cre11.g481550	AT1G03280
Cre11.g481600	*
Cre11.g481650	*
Cre11.g481700	AT5G55100
Cre11.g481750	*
Cre11.g481800	AT2G20110
Cre11.g481850	AT3G04710
Cre11.g481950	*
Cre11.g482050	AT3G07790
Cre11.g482100	*
Cre11.g482150	*
Cre11.g482200	*
Cre11.g482250	*
Cre11.g482300	AT4G28710
Cre11.g482350	*
Cre11.g482400	*
Cre11.g482450	*
Cre11.g482550	*
Cre11.g482600	*
Cre11.g482626	AT1G15350
Cre11.g482650	*
Cre11.g482700	*
Cre11.g482750	*
Cre11.g482841	*
Cre11.g482850	AT1G03780
Cre11.g482900	AT1G43890
Cre11.g483000	AT1G18160
Cre11.g483100	AT1G18160
Cre11.g483150	*
Cre11.g483200	*
Cre11.g483250	*
Cre11.g483269	*
Cre11.g483400	AT3G57630
Cre11.g483450	*
Cre12.g483500	AT4G17140
Cre12.g483550	AT1G62710
Cre12.g483600	AT2G03430
Cre12.g483650	AT5G01920
Cre12.g483750	*
Cre12.g483800	*
Cre12.g483850	*
Cre12.g483900	*
Cre12.g483950	AT1G53240
Cre12.g484000	ATCG00500
Cre12.g484100	AT2G29540
Cre12.g484150	AT3G45190
Cre12.g484200	AT4G36810
Cre12.g484250	*
Cre12.g484300	AT4G30390
Cre12.g484350	AT1G09020
Cre12.g484400	*
Cre12.g484450	*
Cre12.g484500	AT5G12320
Cre12.g484550	*
Cre12.g484600	AT5G25480
Cre12.g484650	AT5G13020
Cre12.g484700	AT5G08060
Cre12.g484800	AT5G49470
Cre12.g484900	*
Cre12.g484950	*
Cre12.g485000	*
Cre12.g485050	AT3G01500
Cre12.g485100	*
Cre12.g485150	AT1G79530
Cre12.g485200	AT4G34150
Cre12.g485300	*
Cre12.g485350	*
Cre12.g485400	*
Cre12.g485418	*
Cre12.g485453	*
Cre12.g485480	*
Cre12.g485500	AT1G69020
Cre12.g485550	AT2G26800
Cre12.g485750	AT5G63440
Cre12.g485800	AT5G42270
Cre12.g485850	AT2G27290
Cre12.g485900	*
Cre12.g485950	AT5G06550
Cre12.g486000	*
Cre12.g486050	AT2G41020
Cre12.g486100	AT1G02560
Cre12.g486200	*
Cre12.g486207	*
Cre12.g486250	AT1G10630
Cre12.g486300	AT4G12800
Cre12.g486350	AT5G60550
Cre12.g486400	AT2G30710
Cre12.g486478	*
Cre12.g486500	AT1G68080
Cre12.g486550	AT1G10510
Cre12.g486600	AT5G17520
Cre12.g486650	*
Cre12.g486700	*
Cre12.g486750	*
Cre12.g486850	*
Cre12.g486851	*
Cre12.g486900	AT5G67220
Cre12.g486950	*
Cre12.g487000	*
Cre12.g487100	AT3G55400
Cre12.g487150	AT1G09935
Cre12.g487200	AT1G71840
Cre12.g487250	AT4G21790
Cre12.g487300	*
Cre12.g487350	*
Cre12.g487400	AT3G12760
Cre12.g487450	*
Cre12.g487500	AT4G22920
Cre12.g487600	AT5G23880
Cre12.g487650	*
Cre12.g487700	*
Cre12.g487750	*
Cre12.g487800	*
Cre12.g487850	AT5G17060
Cre12.g487900	AT1G10960
Cre12.g487950	AT5G42620
Cre12.g488000	AT3G13790
Cre12.g488050	AT2G36190
Cre12.g488100	AT1G33980
Cre12.g488150	*
Cre12.g488173	*
Cre12.g488200	*
Cre12.g488250	AT3G28970
Cre12.g488350	AT4G19170
Cre12.g488400	AT2G45500
Cre12.g488450	*
Cre12.g488500	AT5G42480
Cre12.g488550	AT2G26680
Cre12.g488600	*
Cre12.g488750	*
Cre12.g488850	AT5G22770
Cre12.g488950	*
Cre12.g489000	AT1G32150
Cre12.g489050	AT2G45150
Cre12.g489100	AT5G56710
Cre12.g489150	*
Cre12.g489200	AT3G50790
Cre12.g489250	*
Cre12.g489300	*
Cre12.g489350	*
Cre12.g489400	AT3G26570
Cre12.g489450	*
Cre12.g489500	*
Cre12.g489550	*
Cre12.g489600	*
Cre12.g489650	*
Cre12.g489700	AT1G75330
Cre12.g489750	AT5G16750
Cre12.g489800	*
Cre12.g489850	AT3G17420
Cre12.g489900	*
Cre12.g489950	*
Cre12.g490000	AT2G40290
Cre12.g490050	AT2G13650
Cre12.g490100	AT2G13650
Cre12.g490150	AT5G27680
Cre12.g490200	AT1G69220
Cre12.g490250	AT3G60740
Cre12.g490300	AT3G10920
Cre12.g490350	AT5G60600
Cre12.g490400	*
Cre12.g490450	*
Cre12.g490500	AT5G58250
Cre12.g490600	*
Cre12.g490650	AT5G16620
Cre12.g490700	*
Cre12.g490750	*
Cre12.g490800	AT3G58640
Cre12.g490850	AT4G27640
Cre12.g490891	*
Cre12.g490950	*
Cre12.g491000	*
Cre12.g491050	AT3G23580
Cre12.g491150	AT1G32410
Cre12.g491250	*
Cre12.g491350	*
Cre12.g491400	AT1G31340
Cre12.g491450	*
Cre12.g491500	AT5G19180
Cre12.g491550	*
Cre12.g491950	*
Cre12.g492150	*
Cre12.g492200	AT3G19510
Cre12.g492250	AT3G16260
Cre12.g492300	AT5G11770
Cre12.g492350	AT1G05270
Cre12.g492400	*
Cre12.g492450	AT2G35920
Cre12.g492500	*
Cre12.g492550	*
Cre12.g492600	*
Cre12.g492650	*
Cre12.g492700	*
Cre12.g492750	AT5G01260
Cre12.g492850	*
Cre12.g492900	AT2G40600
Cre12.g492950	AT2G21790
Cre12.g493000	AT5G51710
Cre12.g493050	*
Cre12.g493100	*
Cre12.g493150	AT4G35760
Cre12.g493250	AT2G20050
Cre12.g493300	*
Cre12.g493350	*
Cre12.g493400	AT5G48600
Cre12.g493450	*
Cre12.g493500	AT2G24580
Cre12.g493550	AT1G76630
Cre12.g493600	*
Cre12.g493650	*
Cre12.g493700	AT2G29720
Cre12.g493750	*
Cre12.g493900	*
Cre12.g493950	AT5G14320
Cre12.g494000	AT1G04300
Cre12.g494050	AT4G10450
Cre12.g494100	AT5G64270
Cre12.g494150	*
Cre12.g494250	AT4G16060
Cre12.g494300	*
Cre12.g494350	AT5G35160
Cre12.g494400	AT5G50960
Cre12.g494450	AT4G34620
Cre12.g494500	AT1G66750
Cre12.g494600	*
Cre12.g494650	*
Cre12.g494750	AT3G15190
Cre12.g494800	*
Cre12.g494850	AT5G47840
Cre12.g494900	AT5G55260
Cre12.g494950	*
Cre12.g495000	*
Cre12.g495050	*
Cre12.g495100	AT3G13040
Cre12.g495250	AT3G27960
Cre12.g495300	AT2G36230
Cre12.g495350	*
Cre12.g495400	*
Cre12.g495450	*
Cre12.g495500	*
Cre12.g495550	*
Cre12.g495600	*
Cre12.g495650	*
Cre12.g495750	*
Cre12.g495800	AT2G46180
Cre12.g495850	AT1G24360
Cre12.g495900	*
Cre12.g495950	*
Cre12.g496000	AT5G13120
Cre12.g496100	*
Cre12.g496150	AT1G33290
Cre12.g496200	AT1G72560
Cre12.g496250	*
Cre12.g496300	*
Cre12.g496350	AT4G38350
Cre12.g496400	*
Cre12.g496450	AT1G03360
Cre12.g496500	*
Cre12.g496550	*
Cre12.g496650	AT2G34770
Cre12.g496700	AT3G02730
Cre12.g496750	AT1G16700
Cre12.g496800	AT2G44525
Cre12.g496850	*
Cre12.g496900	*
Cre12.g496950	AT5G52820
Cre12.g497000	AT1G13320
Cre12.g497050	*
Cre12.g497100	*
Cre12.g497150	*
Cre12.g497200	*
Cre12.g497250	*
Cre12.g497300	AT5G23060
Cre12.g497350	AT3G04260
Cre12.g497400	AT5G09380
Cre12.g497450	AT3G11330
Cre12.g497550	AT1G09510
Cre12.g497650	AT2G14660
Cre12.g497700	AT1G09510
Cre12.g497750	AT4G39770
Cre12.g497800	*
Cre12.g497850	*
Cre12.g497900	*
Cre12.g497950	*
Cre12.g498050	AT1G61010
Cre12.g498100	AT3G57290
Cre12.g498150	*
Cre12.g498200	*
Cre12.g498250	AT5G04800
Cre12.g498300	*
Cre12.g498350	AT4G36980
Cre12.g498400	*
Cre12.g498450	AT5G60870
Cre12.g498500	AT3G27925
Cre12.g498550	AT4G25080
Cre12.g498600	AT5G60390
Cre12.g498650	AT2G45490
Cre12.g498700	AT5G40500
Cre12.g498750	AT5G14180
Cre12.g498800	*
Cre12.g498850	AT1G02305
Cre12.g498950	*
Cre12.g499000	*
Cre12.g499050	*
Cre12.g499100	*
Cre12.g499250	*
Cre12.g499300	*
Cre12.g499350	AT4G32060
Cre12.g499400	AT2G36130
Cre12.g499450	*
Cre12.g499451	AT2G29580
Cre12.g499500	AT1G78290
Cre12.g499600	AT1G08490
Cre12.g499650	AT1G18720
Cre12.g499700	AT5G52450
Cre12.g499750	AT5G51120
Cre12.g499850	AT1G50240
Cre12.g499900	AT3G47810
Cre12.g499950	AT5G51180
Cre12.g500000	*
Cre12.g500050	*
Cre12.g500100	*
Cre12.g500150	AT1G23800
Cre12.g500200	AT5G50400
Cre12.g500350	AT5G63870
Cre12.g500400	*
Cre12.g500450	AT3G58580
Cre12.g500500	AT1G20330
Cre12.g500550	AT3G54780
Cre12.g500600	*
Cre12.g500650	AT5G02250
Cre12.g500700	*
Cre12.g500715	AT4G23850
Cre12.g500750	*
Cre12.g500850	*
Cre12.g500900	AT5G60410
Cre12.g500950	AT5G45390
Cre12.g501000	AT3G11320
Cre12.g501050	*
Cre12.g501100	AT3G21300
Cre12.g501150	*
Cre12.g501200	AT5G42190
Cre12.g501250	*
Cre12.g501300	*
Cre12.g501350	*
Cre12.g501400	*
Cre12.g501403	AT4G24250
Cre12.g501450	AT3G55530
Cre12.g501600	AT2G21230
Cre12.g501650	*
Cre12.g501700	*
Cre12.g501750	*
Cre12.g501800	AT5G07960
Cre12.g501850	AT1G55120
Cre12.g501900	AT1G55120
Cre12.g501950	AT2G25070
Cre12.g502000	*
Cre12.g502050	*
Cre12.g502100	*
Cre12.g502150	*
Cre12.g502200	AT2G34970
Cre12.g502227	AT4G17900
Cre12.g502250	AT5G19940
Cre12.g502300	*
Cre12.g502350	AT1G31360
Cre12.g502400	AT3G05940
Cre12.g502450	AT3G57630
Cre12.g502500	AT3G57630
Cre12.g502550	*
Cre12.g502600	AT5G47560
Cre12.g502650	*
Cre12.g502678	*
Cre12.g502700	*
Cre12.g502750	AT1G29990
Cre12.g502800	AT3G10530
Cre12.g502850	AT1G17230
Cre12.g502900	*
Cre12.g502950	AT1G53120
Cre12.g503000	AT3G47420
Cre12.g503050	*
Cre12.g503100	*
Cre12.g503150	AT1G30680
Cre12.g503200	*
Cre12.g503250	*
Cre12.g503300	AT2G37690
Cre12.g503350	*
Cre12.g503400	AT2G40650
Cre12.g503450	AT3G55080
Cre12.g503500	*
Cre12.g503550	AT1G63970
Cre12.g503600	AT5G07910
Cre12.g503650	AT1G69526
Cre12.g503700	*
Cre12.g503750	*
Cre12.g503800	AT3G07670
Cre12.g503850	AT5G14670
Cre12.g503900	*
Cre12.g503950	AT1G22180
Cre12.g504000	AT1G31500
Cre12.g504050	AT3G25540
Cre12.g504100	*
Cre12.g504150	AT1G51390
Cre12.g504200	AT5G02960
Cre12.g504250	AT4G31170
Cre12.g504300	*
Cre12.g504350	AT2G39420
Cre12.g504400	*
Cre12.g504450	*
Cre12.g504500	AT1G51060
Cre12.g504550	AT3G45980
Cre12.g504600	AT2G28740
Cre12.g504650	AT4G40030
Cre12.g504700	AT3G45980
Cre12.g504800	AT4G40030
Cre12.g504850	AT2G28740
Cre12.g504900	*
Cre12.g504950	AT2G26230
Cre12.g505000	*
Cre12.g505050	*
Cre12.g505100	*
Cre12.g505137	*
Cre12.g505150	*
Cre12.g505200	AT5G60990
Cre12.g505250	AT2G31500
Cre12.g505300	*
Cre12.g505350	AT3G57330
Cre12.g505400	*
Cre12.g505450	AT5G59690
Cre12.g505500	AT4G40030
Cre12.g505550	AT1G51060
Cre12.g505600	AT3G45980
Cre12.g505650	*
Cre12.g505700	AT3G13445
Cre12.g505750	AT3G16980
Cre12.g505800	AT2G17010
Cre12.g505850	AT5G20720
Cre12.g505900	*
Cre12.g505950	AT1G55900
Cre12.g506000	*
Cre12.g506050	AT1G17760
Cre12.g506200	AT3G45980
Cre12.g506250	AT1G51060
Cre12.g506300	AT4G40030
Cre12.g506350	AT5G59970
Cre12.g506400	*
Cre12.g506450	AT5G59970
Cre12.g506550	*
Cre12.g506600	AT5G42870
Cre12.g506650	AT3G61480
Cre12.g506700	*
Cre12.g506750	*
Cre12.g506800	AT5G14670
Cre12.g506850	AT3G20410
Cre12.g506900	AT1G20410
Cre12.g507000	*
Cre12.g507001	*
Cre12.g507002	*
Cre12.g507029	AT1G12240
Cre12.g507050	*
Cre12.g507100	*
Cre12.g507150	*
Cre12.g507200	AT1G24330
Cre12.g507250	AT2G17510
Cre12.g507300	AT5G06360
Cre12.g507350	*
Cre12.g507400	AT5G27600
Cre12.g507450	AT5G26980
Cre12.g507500	AT4G17785
Cre12.g507550	*
Cre12.g507600	*
Cre12.g507650	AT2G22360
Cre12.g507750	AT3G58760
Cre12.g507800	*
Cre12.g507872	*
Cre12.g507900	*
Cre12.g507909	*
Cre12.g507950	AT3G02690
Cre12.g508000	AT5G16620
Cre12.g508050	AT1G77850
Cre12.g508100	*
Cre12.g508150	AT3G06400
Cre12.g508200	AT5G08420
Cre12.g508233	*
Cre12.g508250	AT3G47890
Cre12.g508300	AT1G27385
Cre12.g508350	AT3G05625
Cre12.g508500	AT4G38220
Cre12.g508550	AT3G61530
Cre12.g508642	*
Cre12.g508650	*
Cre12.g508700	AT3G55830
Cre12.g508750	AT1G19150
Cre12.g508800	AT1G79380
Cre12.g508850	AT5G16710
Cre12.g508900	AT4G01370
Cre12.g509000	AT4G01370
Cre12.g509100	*
Cre12.g509150	*
Cre12.g509200	*
Cre12.g509250	AT4G04610
Cre12.g509300	AT5G64160
Cre12.g509350	AT4G37010
Cre12.g509400	AT3G23580
Cre12.g509450	*
Cre12.g509500	AT3G50360
Cre12.g509550	*
Cre12.g509600	AT1G48175
Cre12.g509650	AT4G14210
Cre12.g509700	*
Cre12.g509750	AT3G16480
Cre12.g509800	*
Cre12.g509850	*
Cre12.g509900	*
Cre12.g509950	*
Cre12.g510000	AT1G32160
Cre12.g510034	AT1G77230
Cre12.g510050	AT3G56940
Cre12.g510100	AT2G44140
Cre12.g510150	AT4G25440
Cre12.g510200	AT5G11260
Cre12.g510250	*
Cre12.g510300	AT3G15355
Cre12.g510350	*
Cre12.g510400	AT5G17170
Cre12.g510500	*
Cre12.g510550	AT1G26760
Cre12.g510600	AT3G45240
Cre12.g510650	AT3G54050
Cre12.g510800	AT4G18480
Cre12.g510850	AT3G51140
Cre12.g510900	AT5G49840
Cre12.g510950	*
Cre12.g511000	*
Cre12.g511050	AT2G20560
Cre12.g511100	*
Cre12.g511150	AT2G40690
Cre12.g511200	AT2G47690
Cre12.g511250	*
Cre12.g511300	*
Cre12.g511350	*
Cre12.g511400	AT5G02860
Cre12.g511600	AT1G49040
Cre12.g511640	*
Cre12.g511650	AT1G21660
Cre12.g511700	AT2G34630
Cre12.g511750	*
Cre12.g511800	*
Cre12.g511850	AT5G14640
Cre12.g511900	AT5G61410
Cre12.g511950	AT1G35710
Cre12.g512000	*
Cre12.g512050	*
Cre12.g512100	*
Cre12.g512200	AT5G13750
Cre12.g512250	AT5G35910
Cre12.g512300	AT1G55020
Cre12.g512350	*
Cre12.g512400	*
Cre12.g512450	*
Cre12.g512500	AT3G02820
Cre12.g512550	AT1G78190
Cre12.g512700	AT4G20330
Cre12.g512750	AT5G16750
Cre12.g512788	*
Cre12.g512850	*
Cre12.g512950	*
Cre12.g513000	AT1G26810
Cre12.g513100	*
Cre12.g513150	AT5G55660
Cre12.g513200	AT2G36530
Cre12.g513254	AT2G45700
Cre12.g513300	AT1G74530
Cre12.g513350	*
Cre12.g513400	AT5G15870
Cre12.g513450	AT3G61650
Cre12.g513500	AT5G28740
Cre12.g513550	*
Cre12.g513600	AT4G11260
Cre12.g513650	*
Cre12.g513700	*
Cre12.g513701	AT1G77030
Cre12.g513750	AT5G20500
Cre12.g513800	*
Cre12.g513900	*
Cre12.g513950	AT1G32500
Cre12.g514000	AT3G25540
Cre12.g514050	AT5G04140
Cre12.g514100	*
Cre12.g514200	AT1G73050
Cre12.g514250	AT4G20400
Cre12.g514300	AT3G25540
Cre12.g514400	AT2G46830
Cre12.g514450	AT4G21660
Cre12.g514500	AT3G48930
Cre12.g514550	AT3G23980
Cre12.g514600	AT4G21210
Cre12.g514650	AT1G54960
Cre12.g514700	AT5G13800
Cre12.g514750	AT2G44350
Cre12.g514800	AT5G42770
Cre12.g514850	AT2G04030
Cre12.g514900	AT2G29530
Cre12.g514950	AT1G30680
Cre12.g515000	*
Cre12.g515050	AT3G61740
Cre12.g515100	*
Cre12.g515150	AT1G72170
Cre12.g515200	AT4G33210
Cre12.g515250	AT3G28430
Cre12.g515350	*
Cre12.g515400	*
Cre12.g515450	AT1G14400
Cre12.g515500	AT3G47890
Cre12.g515550	AT3G54860
Cre12.g515600	*
Cre12.g515650	AT4G33250
Cre12.g515700	*
Cre12.g515750	AT4G00370
Cre12.g515850	AT1G07370
Cre12.g515900	AT1G77320
Cre12.g515901	*
Cre12.g515950	*
Cre12.g516000	*
Cre12.g516050	AT3G16090
Cre12.g516100	AT5G42000
Cre12.g516150	AT2G27980
Cre12.g516200	AT1G56070
Cre12.g516250	AT3G54010
Cre12.g516300	*
Cre12.g516333	AT1G53800
Cre12.g516350	AT2G44520
Cre12.g516400	AT4G11970
Cre12.g516450	AT5G66510
Cre12.g516500	AT5G46210
Cre12.g516550	AT1G16570
